,School Number,Cluster,County,School
963,7880,2,ALLEGHENY,KING M L EL SCH
2198,3731,2,PHILADELPHIA,WISTER JOHN SCH
858,3713,2,PHILADELPHIA,HOUSTON HENRY E SCH
2105,3703,2,PHILADELPHIA,WELSH JOHN SCH
2062,3835,2,PHILADELPHIA,WAGNER GEN LOUIS MS
2102,7876,2,ALLEGHENY,WEIL TECHNOLOGY INSTITUTE
2095,6959,2,ERIE,WAYNE MS
1485,3675,2,PHILADELPHIA,PEIRCE THOMAS M SCH
901,8241,2,YORK,JACKSON SCH
2084,3615,2,PHILADELPHIA,WASHINGTON MARTHA SCH
2202,8352,2,ALLEGHENY,WOODLAND HILLS INTERMEDIATE SCH
2075,7225,2,PHILADELPHIA,WARING LAURA SCH
1493,8293,2,PHILADELPHIA,PENN TREATY MS
2203,107,2,ALLEGHENY,WOODLAND HILLS JSHS
853,3742,2,PHILADELPHIA,HOPKINSON FRANCIS SCH
2208,7512,2,PHILADELPHIA,WORLD COMMUNICATIONS CS
2167,7907,2,DELAWARE,WIDENER PARTNERSHIP CS
2210,5188,2,PHILADELPHIA,WRIGHT RICHARD R SCH
1315,7522,2,PHILADELPHIA,MUNOZ-MARIN ELEM
2069,8018,2,DELAWARE,WALNUT STREET EL SCH
2100,5124,2,PHILADELPHIA,WEBSTER JOHN H SCH
2029,7580,2,PHILADELPHIA,UNIVERSAL INSTITUTE CS
1002,3670,2,PHILADELPHIA,LAMBERTON ROBERT E SCH
1526,7770,2,ERIE,PERSEUS HOUSE CS OF EXCELLENCE
1186,6534,2,PHILADELPHIA,MCCLURE ALEXANDER K SCH
1638,8292,2,PHILADELPHIA,RHODES E W ACADEMY
1637,3614,2,PHILADELPHIA,RHOADS JAMES SCH
1192,3629,2,PHILADELPHIA,MCDANIEL DELAPLAINE SCH
1198,2777,2,LEHIGH,MCKINLEY EL SCH
1839,7888,2,ALLEGHENY,SOUTH HILLS MIDDLE SCHL
1200,5293,2,PHILADELPHIA,MCKINLEY WILLIAM SCH
1094,3694,2,PHILADELPHIA,LUDLOW JAMES R SCH
1862,3654,2,PHILADELPHIA,SOUTHWARK SCH
1202,3611,2,PHILADELPHIA,MCMICHAEL MORTON SCH
1872,3655,2,PHILADELPHIA,SPRING GARDEN SCH
1618,8117,2,BERKS,READING INTERMEDIATE HIGH SCHO
1079,6533,2,PHILADELPHIA,LONGSTRETH WILLIAM C SCH
1076,3718,2,PHILADELPHIA,LOGAN SCH
1209,6768,2,PHILADELPHIA,MEEHAN AUSTIN MS
1071,4732,2,PHILADELPHIA,LOCKE ALAIN SCH
1214,8257,2,PHILADELPHIA,MEMPHIS STREET ACADEMY
1642,7684,2,PHILADELPHIA,RICHARD ALLEN PREP CS
1893,3635,2,PHILADELPHIA,STANTON EDWIN M SCH
1110,1958,2,DELAWARE,MAIN STREET SCH
1801,5028,2,BERKS,SIXTEENTH & HAAK EL
1724,8083,2,PHILADELPHIA,SANKOFA FREEDOM ACADEMY CS
1699,7623,2,DAUPHIN,ROWLAND SCHOOL
1166,8259,2,PHILADELPHIA,MASTERY CS - CLEVELAND ELEMENT
1152,7521,2,PHILADELPHIA,MARSHALL THURGOOD
1150,8266,2,DAUPHIN,MARSHALL SCH
1733,379,2,ALLEGHENY,SCHILLER CLASSICAL A
1148,3797,2,PHILADELPHIA,MARSHALL JOHN SCH
1747,7667,2,DAUPHIN,SCOTT SCHOOL
1168,8207,2,PHILADELPHIA,MASTERY CS - GRATZ CAMPUS
1170,7678,2,PHILADELPHIA,MASTERY CS - LENFEST CAMPUS
1171,8288,2,PHILADELPHIA,MASTERY CS - PASTORIUS EL
1772,1943,2,DELAWARE,SHARON HILL SCH
1172,7961,2,PHILADELPHIA,MASTERY CS - PICKETT CAMPUS
1173,7909,2,PHILADELPHIA,MASTERY CS - SHOEMAKER CAMPUS
1785,3702,2,PHILADELPHIA,SHEPPARD ISAAC SCH
1134,7672,2,PHILADELPHIA,MARIANA BRACETTI ACAD CS
1787,3800,2,PHILADELPHIA,SHERIDAN PHILIP H SCH
1670,8317,2,LEHIGH,ROBERTO CLEMENTE ELEMENTARY CS
2028,8146,2,PHILADELPHIA,UNIVERSAL DAROFF CHARTER SCHOOL
1061,3717,2,PHILADELPHIA,LINGELBACH ANNA L SCH
1898,3727,2,PHILADELPHIA,STEEL EDWARD SCH
1017,6530,2,PHILADELPHIA,LEA HENRY C SCH
1956,8298,2,PHILADELPHIA,THE SD OF PHILADELPHIA VIRTUAL
1957,8296,2,PHILADELPHIA,THEODORE ROOSEVELT MS
1969,8297,2,PHILADELPHIA,TILDEN WILLIAM MS
1010,852,2,BERKS,LAUERS PARK EL SCH
1974,8302,2,DELAWARE,TOBY FARMS INTERMEDIATE SCHOOL
1261,3798,2,PHILADELPHIA,MITCHELL EL SCH
1986,4929,2,LEHIGH,TREXLER MS
1266,7399,2,WESTMORELAND,MONESSEN MS
1538,7922,2,LANCASTER,PHOENIX ACADEMY
1530,8252,2,PHILADELPHIA,PHILADELPHIA CS FOR ARTS AND S
2007,5025,2,BERKS,TWELFTH & MARION EL
2013,831,2,BERKS,TYSON-SCHOENER EL SCH
1528,7035,2,ERIE,PFEIFFER-BURLEIGH EL
986,7538,2,LANCASTER,LA ACADEMIA CS
2025,8287,2,PHILADELPHIA,UNIVERSAL ALCORN CHARTER SCHOOL
2026,8145,2,PHILADELPHIA,UNIVERSAL BLUFORD CHARTER SCHO
1954,5026,2,BERKS,TENTH & GREEN EL SCH
1897,4963,2,PHILADELPHIA,STEARNE ALLEN M SCH
1953,3755,2,PHILADELPHIA,TAYLOR BAYARD SCH
1550,8204,2,ALLEGHENY,PITTSBURGH FAISON K-5
1052,7870,2,ALLEGHENY,LINCOLN EL TECH ACADEMY
1598,8193,2,ALLEGHENY,PROPEL CS - NORTHSIDE
1900,1799,2,DAUPHIN,STEELTON-HIGHSPIRE ELEM SCH
1901,1801,2,DAUPHIN,STEELTON-HIGHSPIRE HIGH SCH
1594,8306,2,ALLEGHENY,PROPEL CS - HAZELWOOD
1591,6765,2,PHILADELPHIA,PRINCE HALL
1586,8260,2,DAUPHIN,PREMIER ARTS AND SCIENCE CS
1582,5121,2,PHILADELPHIA,POTTER-THOMAS SCH
1912,7505,2,ALLEGHENY,STO ROX ELEM SCH
1913,7606,2,ALLEGHENY,STO-ROX MS
1915,1968,2,DELAWARE,STONEHURST HILLS EL
1556,8300,2,ALLEGHENY,PITTSBURGH ONLINE ACADEMY
1930,3753,2,PHILADELPHIA,SULLIVAN JAMES J SCH
1023,8295,2,PHILADELPHIA,LEEDS MORRIS E MS
1553,8110,2,ALLEGHENY,PITTSBURGH MILLIONES 6-12
1552,8108,2,ALLEGHENY,PITTSBURGH MILLER PRE K-5
1551,8255,2,ALLEGHENY,PITTSBURGH LANGLEY K-8
1949,3657,2,PHILADELPHIA,TAGGART JOHN H SCH
0,7484,2,BERKS,10TH & PENN EL
2237,7233,2,PHILADELPHIA,ZIEGLER WILLIAM H SCH
203,3464,2,NORTHAMPTON,BROUGHAL MS
81,3618,2,PHILADELPHIA,BACHE-MARTIN SCH
736,1252,2,CAMBRIA,GREATER JOHNSTOWN MS
156,3662,2,PHILADELPHIA,BLAINE JAMES G SCHOOL
616,3739,2,PHILADELPHIA,FINLETTER THOMAS K SCH
345,6767,2,PHILADELPHIA,CLEMENTE ROBERTO MS
485,8265,2,DAUPHIN,DOWNEY SCH
609,8239,2,YORK,FERGUSON SCH
607,3751,2,PHILADELPHIA,FELTONVILLE INTERMEDIATE SCH
600,5248,2,MERCER,FARRELL AREA HS/UMS
146,5183,2,PHILADELPHIA,BETHUNE MARY MCLEOD
493,5040,2,PHILADELPHIA,DUCKREY TANNER SCH
495,3687,2,PHILADELPHIA,DUNBAR PAUL L SCH
630,1766,2,DAUPHIN,FOOSE  SCH
242,8264,2,DAUPHIN,CAMP CURTIN SCH
28,3758,2,PHILADELPHIA,ALLEN ETHAN SCH
584,8325,2,LEHIGH,EXECUTIVE EDUCATION ACADEMY CH
499,7908,2,ALLEGHENY,DUQUESNE CONSOLIDATED SCHOOL
27,5292,2,PHILADELPHIA,ALLEN  ETHEL DR.
769,5185,2,PHILADELPHIA,HAMILTON ANDREW SCH
574,8216,2,PHILADELPHIA,ESPERANZA CYBER CS
312,8020,2,DELAWARE,CHESTER UPLAND SCHOOL OF ARTS
24,7616,2,ALLEGHENY,ALLEGHENY TRAD MS ACAD
572,8163,2,ERIE,ERIE RISE LEADERSHIP ACAD CS
309,7539,2,DELAWARE,CHESTER COMM CS
777,2593,2,LANCASTER,HAND MS
778,8291,2,YORK,HANNAH PENN MS
326,7371,2,ALLEGHENY,CLAIRTON EL SCH
364,3782,2,PHILADELPHIA,COMEGYS BENJAMIN B SCH
468,3763,2,PHILADELPHIA,DISSTON HAMILTON SCH
366,7510,2,PHILADELPHIA,COMM ACAD OF PHILA CS
671,8150,2,PHILADELPHIA,FREDERICK DOUGLASS MASTERY CHA
418,7726,2,BUCKS,CTR STUDENT LEARNING CS - PENN
190,3620,2,PHILADELPHIA,BREGY F. AMADEE ELEM SCH
180,7981,2,PHILADELPHIA,BOYS LATIN OF PHILADELPHIA CS
686,3008,2,LUZERNE,G A R MEMORIAL JSHS
204,3684,2,PHILADELPHIA,BROWN HENRY A SCH
410,5123,2,PHILADELPHIA,CRAMP WILLIAM SCHOOL
66,8148,2,PHILADELPHIA,ASPIRA BILINGUAL CYBER CHARTER
659,7231,2,PHILADELPHIA,FRANKLIN BENJAMIN
208,3601,2,PHILADELPHIA,BRYANT WILLIAM C SCH
53,7878,2,ALLEGHENY,ARLINGTON EL SCH
442,8237,2,YORK,DAVIS SCH
445,7175,2,PHILADELPHIA,DEBURGOS BILINGUAL
695,3630,2,PHILADELPHIA,GEN GEORGE C MEADE SCH
395,7239,2,PHILADELPHIA,COOKE JAY MS
653,2792,2,LEHIGH,FRANCIS D RAUB MS
706,3625,2,PHILADELPHIA,GIDEON EDWARD SCH
647,7673,2,ALLEGHENY,FOUNDERS HALL SCH
709,8161,2,SCHUYLKILL,GILLINGHAM CS
457,8238,2,YORK,DEVERS SCH
460,3786,2,PHILADELPHIA,DICK WILLIAM SCH
462,2003,2,ERIE,DIEHL EL SCH
711,3776,2,PHILADELPHIA,GIRARD STEPHEN SCH
721,3668,2,PHILADELPHIA,GOMPERS SAMUEL SCH
723,8240,2,YORK,GOODE SCH
41,3804,2,PHILADELPHIA,ANDERSON ADD B SCH
160,3663,2,PHILADELPHIA,BLANKENBURG RUDOLPH
22,8086,2,BEAVER,ALIQUIPPA JSHS
96,8029,2,PHILADELPHIA,BARRY COMM JOHN SCH
608,7368,2,PHILADELPHIA,FELTONVILLE SCH ARTS & SCIENCE
795,2791,2,LEHIGH,HARRISON-MORTON MS
806,7936,2,LUZERNE,HAZLETON ELEM/ MS
265,7404,2,PHILADELPHIA,CAYUGA SCHOOL
8,7824,2,CHESTER,ACHIEVEMENT HOUSE CS
560,3688,2,PHILADELPHIA,ELKIN LEWIS SCH
536,8127,2,PHILADELPHIA,EASTERN UNIVERSITY ACAD CS
791,6528,2,PHILADELPHIA,HARRINGTON AVERY D SCH
809,6923,2,LUZERNE,HEIGHTS-MURRAY EL SCH
800,5125,2,PHILADELPHIA,HARTRANFT JOHN F SCH
111,7238,2,PHILADELPHIA,BEEBER DIMNER MS
256,7230,2,PHILADELPHIA,CARNELL LAURA H SCH
548,8223,2,CHESTER,EDUCATION PLUS ACADEMY CYBER CS
546,2004,2,ERIE,EDISON EL SCH
262,3664,2,PHILADELPHIA,CASSIDY LEWIS C SCH
122,7750,2,PHILADELPHIA,BELMONT CS
810,8041,2,YORK,HELEN THACKSTON CHARTER SCHOOL
547,3708,2,PHILADELPHIA,EDMONDS FRANKLIN S SCH
130,8268,2,DAUPHIN,BENJAMIN FRANKLIN SCH
7,8203,2,ALLEGHENY,ACADEMY AT WESTINGHOUSE
563,3009,2,LUZERNE,ELMER L MEYERS JSHS
787,7242,2,PHILADELPHIA,HARDING WARREN G MS
562,3738,2,PHILADELPHIA,ELLWOOD SCH
283,7720,2,BLAIR,CENTRAL PENN DIGITAL LEARNING
14,7858,2,CHESTER,AGORA CYBER CS
