,ZipCode,Lat,Long
870,17017.0,40.65,-76.87
871,17018.0,40.36,-76.93
872,17019.0,40.11,-77.03
873,17020.0,40.39,-77.02
874,17021.0,40.36,-77.67
875,17022.0,40.15,-76.59
876,17023.0,40.54,-76.81
877,17024.0,40.36,-77.26
878,17025.0,40.28,-76.93
879,17026.0,40.45,-76.42
880,17027.0,40.23,-77.02
881,17028.0,40.39,-76.68
882,17029.0,40.54,-77.6
883,17030.0,40.6,-76.71
884,17032.0,40.46,-76.93
885,17033.0,40.28,-76.64
886,17034.0,40.2,-76.78
887,17035.0,40.42,-77.55
888,17036.0,40.26,-76.71
889,17037.0,40.49,-77.29
890,17038.0,40.41,-76.48
891,17039.0,40.31,-76.27
892,17040.0,40.34,-77.3
893,17041.0,40.22,-76.55
894,17042.0,40.34,-76.42
895,17043.0,40.24,-76.89
896,17044.0,40.59,-77.57
897,17045.0,40.57,-76.99
898,17047.0,40.38,-77.33
899,17048.0,40.56,-76.69
900,17049.0,40.65,-77.28
901,17050.0,40.24,-77.02
902,17051.0,40.49,-77.74
903,17052.0,40.37,-77.97
904,17053.0,40.33,-76.93
905,17054.0,40.49,-77.72
906,17056.0,40.52,-77.32
907,17057.0,40.19,-76.7
908,17058.0,40.56,-77.4
909,17059.0,40.57,-77.39
910,17060.0,40.43,-77.92
911,17061.0,40.54,-76.95
912,17062.0,40.55,-77.15
913,17063.0,40.71,-77.58
914,17064.0,40.24,-76.47
915,17065.0,40.11,-77.18
916,17066.0,40.38,-77.88
917,17067.0,40.37,-76.3
918,17068.0,40.41,-77.18
919,17069.0,40.45,-76.97
920,17070.0,40.23,-76.87
921,17071.0,40.27,-77.59
922,17072.0,40.23,-77.02
923,17073.0,40.35,-76.21
924,17074.0,40.47,-77.13
925,17075.0,40.39,-77.83
926,17076.0,40.61,-77.31
927,17077.0,40.41,-76.56
928,17078.0,40.3,-76.59
929,17080.0,40.64,-76.8
930,17081.0,40.19,-77.42
931,17082.0,40.53,-77.39
932,17083.0,40.29,-76.43
933,17084.0,40.65,-77.6
934,17085.0,40.28,-76.39
935,17086.0,40.69,-77.12
936,17087.0,40.35,-76.25
937,17088.0,40.29,-76.29
938,17090.0,40.33,-77.19
939,17093.0,40.29,-76.95
940,17094.0,40.56,-77.23
941,17097.0,40.57,-76.72
942,17098.0,40.58,-76.61
943,17099.0,40.64,-77.58
944,17101.0,40.27,-76.88
945,17201.0,39.93,-77.65
946,17210.0,40.16,-77.7
947,17211.0,39.76,-78.4
948,17212.0,39.84,-78.05
949,17213.0,40.25,-77.77
950,17214.0,39.73,-77.46
951,17215.0,40.06,-77.9
952,17217.0,40.25,-77.7
953,17219.0,40.22,-77.7
954,17220.0,40.17,-77.76
955,17221.0,40.05,-77.83
956,17222.0,39.91,-77.56
957,17223.0,40.06,-77.93
958,17224.0,39.94,-77.87
959,17225.0,39.79,-77.72
960,17228.0,39.97,-78.08
961,17229.0,40.03,-78.01
962,17231.0,39.85,-77.84
963,17232.0,40.13,-77.64
964,17233.0,39.93,-77.99
965,17235.0,39.86,-77.67
966,17236.0,39.83,-77.9
967,17237.0,39.83,-77.55
968,17238.0,39.86,-78.15
969,17239.0,40.13,-77.85
970,17240.0,40.13,-77.55
971,17241.0,40.17,-77.4
972,17243.0,40.24,-77.89
973,17244.0,40.05,-77.6
974,17246.0,40.02,-77.7
975,17247.0,39.8,-77.55
976,17249.0,40.24,-77.9
977,17250.0,39.73,-77.52
978,17251.0,40.09,-77.67
979,17252.0,39.92,-77.8
980,17253.0,40.21,-78.0
981,17254.0,39.96,-77.59
982,17255.0,40.18,-77.86
983,17256.0,39.77,-77.68
984,17257.0,40.04,-77.52
985,17260.0,40.29,-77.87
986,17261.0,39.83,-77.49
987,17262.0,40.15,-77.71
988,17263.0,39.73,-77.71
989,17264.0,40.19,-77.98
990,17265.0,40.06,-77.76
991,17266.0,40.09,-77.37
992,17267.0,39.77,-78.2
993,17268.0,39.75,-77.58
994,17270.0,39.85,-77.79
995,17271.0,40.11,-77.77
996,17272.0,39.75,-77.52
997,17301.0,39.88,-76.98
998,17302.0,39.82,-76.39
999,17303.0,39.92,-77.3
1000,17304.0,39.97,-77.23
1001,17306.0,39.98,-77.24
1002,17307.0,39.93,-77.24
1003,17309.0,39.86,-76.45
1004,17310.0,39.88,-77.34
1005,17311.0,39.8,-76.82
1006,17312.0,39.95,-76.54
1007,17313.0,39.89,-76.64
1008,17314.0,39.72,-76.32
1009,17315.0,40.0,-76.84
1010,17316.0,39.93,-76.97
1011,17317.0,39.97,-76.52
1012,17318.0,40.0,-76.73
1013,17319.0,40.15,-76.79
1014,17320.0,39.78,-77.36
1015,17321.0,39.72,-76.45
1016,17322.0,39.85,-76.56
1017,17323.0,40.07,-77.02
1018,17324.0,40.04,-77.18
1019,17325.0,39.83,-77.23
1020,17327.0,39.79,-76.73
1021,17329.0,39.76,-76.85
1022,17331.0,39.81,-76.98
1023,17337.0,40.01,-77.2
1024,17339.0,40.13,-76.86
1025,17340.0,39.74,-77.08
1026,17342.0,39.85,-76.7
1027,17343.0,39.9,-77.34
1028,17344.0,39.8,-77.01
1029,17345.0,40.06,-76.72
1030,17347.0,40.06,-76.7
1031,17349.0,39.73,-76.69
1032,17350.0,39.86,-77.05
1033,17352.0,39.76,-76.5
1034,17353.0,39.88,-77.38
1035,17354.0,39.85,-76.88
1036,17355.0,39.76,-76.69
1037,17356.0,39.89,-76.6
1038,17358.0,40.07,-76.92
1039,17360.0,39.85,-76.76
1040,17361.0,39.77,-76.68
1041,17362.0,39.88,-76.86
1042,17363.0,39.75,-76.59
1043,17364.0,39.92,-76.87
1044,17365.0,40.05,-76.94
1045,17366.0,39.91,-76.58
1046,17368.0,40.02,-76.53
1047,17370.0,40.11,-76.71
1048,17371.0,39.9,-76.79
1049,17372.0,40.0,-77.11
1050,17375.0,40.02,-77.23
1051,17401.0,39.96,-76.73
1052,17501.0,40.15,-76.2
1053,17502.0,40.09,-76.67
1054,17503.0,39.92,-76.07
1055,17504.0,40.0,-76.32
1056,17505.0,40.05,-76.18
1057,17506.0,40.12,-76.03
1058,17507.0,40.21,-76.05
1059,17508.0,40.33,-76.21
1060,17509.0,39.95,-75.99
1061,17512.0,40.03,-76.49
1062,17516.0,39.93,-76.36
1063,17517.0,40.23,-76.13
1064,17518.0,39.83,-76.25
1065,17519.0,40.14,-76.02
1066,17520.0,40.1,-76.35
1067,17521.0,40.16,-76.42
1068,17522.0,40.18,-76.18
1069,17527.0,39.98,-76.02
1070,17528.0,39.89,-76.32
1071,17529.0,40.04,-76.1
1072,17532.0,39.82,-76.33
1073,17533.0,40.2,-76.2
1074,17534.0,40.06,-76.14
1075,17535.0,40.01,-76.04
1076,17536.0,39.82,-76.09
1077,17537.0,40.01,-76.24
1078,17538.0,40.09,-76.41
1079,17540.0,40.09,-76.18
1080,17543.0,40.15,-76.3
1081,17545.0,40.16,-76.39
1082,17547.0,40.05,-76.55
1083,17549.0,40.17,-76.17
1084,17550.0,40.07,-76.58
1085,17551.0,40.0,-76.35
1086,17552.0,40.11,-76.5
1087,17554.0,40.04,-76.43
1088,17555.0,40.12,-75.97
1089,17557.0,40.1,-76.09
1090,17560.0,39.9,-76.23
1091,17562.0,40.0,-76.12
1092,17563.0,39.76,-76.18
1093,17564.0,40.16,-76.42
1094,17565.0,39.9,-76.31
1095,17566.0,39.89,-76.16
1096,17567.0,40.21,-76.11
1097,17568.0,40.01,-76.24
1098,17569.0,40.27,-76.11
1099,17570.0,40.12,-76.57
1100,17572.0,40.01,-76.16
1101,17575.0,40.06,-76.43
1102,17576.0,40.04,-76.21
1103,17578.0,40.23,-76.18
1104,17579.0,39.98,-76.18
1105,17580.0,40.12,-76.18
1106,17581.0,40.15,-76.05
1107,17582.0,39.98,-76.43
1108,17583.0,39.89,-76.32
1109,17584.0,39.98,-76.27
1110,17585.0,40.01,-76.24
1111,17601.0,40.04,-76.3
1112,17701.0,41.23,-77.03
1113,17720.0,41.23,-77.04
1114,17721.0,41.18,-77.31
1115,17723.0,41.2,-77.26
1116,17724.0,41.65,-76.85
1117,17726.0,41.12,-77.42
1118,17727.0,41.52,-77.45
1119,17728.0,41.31,-77.03
1120,17729.0,41.48,-77.83
1121,17730.0,41.13,-76.86
1122,17731.0,41.4,-76.58
1123,17735.0,41.61,-76.86
1124,17737.0,41.23,-76.72
1125,17738.0,41.33,-77.64
1126,17739.0,41.45,-77.47
1127,17740.0,41.2,-77.26
1128,17742.0,41.23,-76.61
1129,17744.0,41.27,-77.15
1130,17745.0,41.13,-77.45
1131,17747.0,41.03,-77.3
1132,17748.0,41.16,-77.35
1133,17749.0,41.07,-76.81
1134,17750.0,41.05,-77.43
1135,17751.0,41.1,-77.49
1136,17752.0,41.17,-76.87
1137,17754.0,41.24,-76.92
1138,17756.0,41.2,-76.78
1139,17758.0,41.35,-76.6
1140,17760.0,41.37,-77.7
1141,17762.0,41.28,-76.7
1142,17763.0,41.5,-76.94
1143,17764.0,41.32,-77.74
1144,17765.0,41.55,-76.89
1145,17767.0,41.08,-77.45
1146,17768.0,41.56,-76.76
1147,17769.0,41.47,-77.49
1148,17771.0,41.39,-77.08
1149,17772.0,41.1,-76.76
1150,17773.0,40.99,-77.42
1151,17774.0,41.24,-76.52
1152,17776.0,41.32,-77.35
1153,17777.0,41.08,-76.86
1154,17778.0,41.3,-77.84
1155,17779.0,41.19,-77.33
1156,17801.0,40.86,-76.78
1157,17810.0,41.09,-76.9
1158,17812.0,40.74,-77.22
1159,17813.0,40.75,-77.16
1160,17814.0,41.19,-76.38
1161,17815.0,41.0,-76.45
1162,17820.0,40.95,-76.46
1163,17821.0,40.96,-76.61
1164,17823.0,40.75,-76.76
1165,17824.0,40.86,-76.54
1166,17827.0,40.76,-76.94
1167,17829.0,40.89,-77.15
1168,17830.0,40.71,-76.85
1169,17831.0,40.83,-76.83
1170,17832.0,40.8,-76.46
1171,17833.0,40.8,-76.95
1172,17834.0,40.79,-76.47
1173,17835.0,40.94,-77.2
1174,17836.0,40.72,-76.6
1175,17837.0,40.96,-76.89
1176,17839.0,41.03,-76.41
1177,17840.0,40.79,-76.43
1178,17841.0,40.7,-77.31
1179,17842.0,40.78,-77.04
1180,17844.0,40.92,-77.04
1181,17845.0,40.86,-77.23
1182,17846.0,41.12,-76.52
1183,17847.0,41.0,-76.85
1184,17850.0,40.96,-76.86
1185,17851.0,40.79,-76.41
1186,17853.0,40.69,-77.0
1187,17855.0,40.88,-76.98
1188,17856.0,41.04,-76.88
1189,17857.0,40.89,-76.79
1190,17858.0,40.89,-76.41
1191,17859.0,41.07,-76.41
1192,17860.0,40.83,-76.64
1193,17861.0,40.76,-77.08
1194,17862.0,40.86,-77.07
1195,17864.0,40.7,-76.91
1196,17865.0,40.99,-76.79
1197,17866.0,40.78,-76.54
1198,17867.0,40.72,-76.75
1199,17868.0,40.95,-76.63
1200,17870.0,40.8,-76.86
1201,17872.0,40.78,-76.55
1202,17876.0,40.85,-76.82
1203,17877.0,40.87,-76.67
1204,17878.0,41.15,-76.36
1205,17880.0,40.94,-77.07
1206,17881.0,40.78,-76.67
1207,17882.0,40.81,-77.2
1208,17883.0,40.94,-76.98
1209,17884.0,41.05,-76.67
1210,17885.0,40.86,-77.28
1211,17886.0,41.01,-76.8
1212,17887.0,41.05,-76.96
1213,17888.0,40.81,-76.38
1214,17889.0,40.9,-76.87
1215,17901.0,40.67,-76.2
1216,17920.0,40.81,-76.34
1217,17921.0,40.78,-76.34
1218,17922.0,40.59,-76.09
1219,17923.0,40.64,-76.33
1220,17925.0,40.77,-76.04
1221,17929.0,40.63,-76.19
1222,17930.0,40.72,-76.15
1223,17931.0,40.78,-76.23
1224,17933.0,40.58,-76.23
1225,17934.0,40.79,-76.22
1226,17935.0,40.79,-76.28
1227,17936.0,40.75,-76.34
1228,17938.0,40.66,-76.48
1229,17941.0,40.66,-76.62
1230,17942.0,40.62,-76.12
1231,17943.0,40.76,-76.39
1232,17944.0,40.66,-76.26
1233,17945.0,40.77,-76.37
1234,17946.0,40.81,-76.22
1235,17948.0,40.81,-76.13
1236,17949.0,40.76,-76.07
1237,17951.0,40.68,-76.23
1238,17952.0,40.75,-76.06
1239,17953.0,40.72,-76.08
1240,17954.0,40.69,-76.25
1241,17957.0,40.59,-76.51
1242,17959.0,40.71,-76.11
1243,17960.0,40.68,-75.99
1244,17961.0,40.65,-76.1
1245,17963.0,40.54,-76.38
1246,17964.0,40.7,-76.51
1247,17965.0,40.69,-76.16
1248,17966.0,40.56,-76.33
1249,17967.0,40.85,-76.23
1250,17968.0,40.64,-76.61
1251,17970.0,40.72,-76.19
1252,17972.0,40.62,-76.17
1253,17974.0,40.69,-76.22
1254,17976.0,40.81,-76.2
1255,17978.0,40.63,-76.64
1256,17979.0,40.58,-76.22
1257,17980.0,40.58,-76.55
1258,17981.0,40.62,-76.39
1259,17982.0,40.76,-76.05
1260,17983.0,39.94,-76.7
1261,17985.0,40.93,-76.25
1262,18001.0,40.66,-75.55
1263,18010.0,40.84,-75.17
1264,18011.0,40.5,-75.6
1265,18012.0,40.84,-75.57
1266,18013.0,40.86,-75.2
1267,18014.0,40.72,-75.39
1268,18015.0,40.62,-75.36
1269,18030.0,40.8,-75.66
1270,18031.0,40.55,-75.66
1271,18032.0,40.65,-75.46
1272,18034.0,40.53,-75.42
1273,18035.0,40.73,-75.55
1274,18036.0,40.51,-75.39
1275,18037.0,40.67,-75.49
1276,18038.0,40.78,-75.51
1277,18039.0,40.55,-75.24
1278,18040.0,40.68,-75.22
1279,18041.0,40.4,-75.5
1280,18046.0,40.6,-75.54
1281,18049.0,40.53,-75.49
1282,18050.0,40.84,-75.17
1283,18051.0,40.59,-75.66
1284,18052.0,40.63,-75.48
1285,18053.0,40.72,-75.71
1286,18054.0,40.33,-75.47
1287,18055.0,40.58,-75.33
1288,18056.0,40.44,-75.58
1289,18058.0,40.88,-75.47
1290,18059.0,40.72,-75.53
1291,18060.0,40.5,-75.44
1292,18062.0,40.51,-75.55
1293,18063.0,40.85,-75.19
1294,18064.0,40.73,-75.31
1295,18065.0,40.69,-75.55
1296,18066.0,40.65,-75.74
1297,18067.0,40.68,-75.48
1298,18068.0,40.48,-75.54
1299,18069.0,40.62,-75.6
1300,18070.0,40.43,-75.53
1301,18071.0,40.8,-75.61
1302,18072.0,40.86,-75.25
1303,18073.0,40.39,-75.49
1304,18074.0,40.32,-75.51
1305,18076.0,40.37,-75.48
1306,18077.0,40.59,-75.19
1307,18078.0,40.67,-75.61
1308,18079.0,40.73,-75.63
1309,18080.0,40.75,-75.61
1310,18081.0,40.55,-75.28
1311,18083.0,40.75,-75.26
1312,18084.0,40.31,-75.5
1313,18085.0,40.74,-75.25
1314,18086.0,40.78,-75.53
1315,18087.0,40.56,-75.6
1316,18088.0,40.75,-75.59
1317,18091.0,40.84,-75.29
1318,18092.0,40.47,-75.52
1319,18101.0,40.59,-75.47
1320,18201.0,40.95,-75.97
1321,18210.0,40.96,-75.61
1322,18211.0,40.74,-75.82
1323,18212.0,40.81,-75.72
1324,18214.0,40.79,-76.08
1325,18216.0,40.92,-75.91
1326,18218.0,40.82,-75.91
1327,18219.0,40.99,-76.05
1328,18220.0,40.84,-76.06
1329,18221.0,40.99,-75.9
1330,18222.0,41.01,-75.99
1331,18223.0,40.98,-75.94
1332,18224.0,41.01,-75.89
1333,18225.0,40.98,-75.97
1334,18229.0,40.87,-75.73
1335,18230.0,40.92,-75.92
1336,18231.0,40.9,-76.01
1337,18232.0,40.83,-75.88
1338,18234.0,40.95,-76.0
1339,18235.0,40.83,-75.71
1340,18237.0,40.9,-75.99
1341,18239.0,40.95,-76.0
1342,18240.0,40.86,-75.82
1343,18241.0,40.93,-76.18
1344,18242.0,40.9,-76.13
1345,18244.0,40.82,-75.66
1346,18245.0,40.84,-75.97
1347,18246.0,40.96,-76.18
1348,18247.0,41.03,-75.98
1349,18248.0,40.9,-76.11
1350,18249.0,40.99,-76.08
1351,18250.0,40.82,-75.84
1352,18251.0,40.99,-76.08
1353,18252.0,40.8,-75.93
1354,18254.0,40.91,-75.96
1355,18255.0,40.94,-75.82
1356,18256.0,41.68,-76.5
1357,18301.0,41.0,-75.17
1358,18320.0,41.0,-75.28
1359,18321.0,41.0,-75.29
1360,18322.0,40.92,-75.4
1361,18323.0,41.16,-75.27
1362,18324.0,41.09,-75.0
1363,18325.0,41.24,-75.22
1364,18326.0,41.16,-75.25
1365,18327.0,40.97,-75.13
1366,18328.0,41.22,-74.87
1367,18330.0,40.96,-75.45
1368,18331.0,40.9,-75.43
1369,18332.0,41.09,-75.26
1370,18333.0,40.89,-75.5
1371,18334.0,41.05,-75.44
1372,18335.0,41.04,-75.12
1373,18336.0,41.35,-74.7
1374,18337.0,41.32,-74.8
1375,18340.0,41.4,-74.74
1376,18341.0,41.0,-75.13
1377,18342.0,41.17,-75.26
1378,18343.0,40.9,-75.11
1379,18344.0,41.12,-75.35
1380,18346.0,41.1,-75.42
1381,18347.0,41.11,-75.56
1382,18348.0,41.11,-75.56
1383,18349.0,41.03,-75.28
1384,18350.0,41.11,-75.45
1385,18351.0,40.91,-75.09
1386,18352.0,40.99,-75.27
1387,18353.0,40.9,-75.36
1388,18354.0,40.92,-75.28
1389,18355.0,41.07,-75.33
1390,18356.0,41.08,-75.13
1391,18357.0,41.21,-75.21
1392,18360.0,40.98,-75.19
1393,18370.0,41.08,-75.36
1394,18371.0,41.14,-75.02
1395,18372.0,41.04,-75.33
1396,18373.0,41.14,-75.0
1397,18403.0,41.5,-75.53
1398,18405.0,41.6,-75.15
1399,18407.0,41.57,-75.5
1400,18410.0,41.47,-75.67
1401,18411.0,41.48,-75.7
1402,18413.0,41.64,-75.59
1403,18414.0,41.53,-75.73
1404,18415.0,41.7,-75.06
1405,18416.0,41.37,-75.54
1406,18417.0,41.85,-75.22
1407,18419.0,41.56,-75.78
1408,18420.0,41.59,-75.71
1409,18421.0,41.65,-75.46
1410,18424.0,41.24,-75.45
1411,18425.0,41.42,-74.99
1412,18426.0,41.32,-75.3
1413,18427.0,41.4,-75.39
1414,18428.0,41.47,-75.18
1415,18430.0,41.74,-75.48
1416,18431.0,41.57,-75.25
1417,18433.0,41.52,-75.54
1418,18434.0,41.46,-75.55
1419,18435.0,41.48,-74.98
1420,18436.0,41.45,-75.38
1421,18437.0,41.84,-75.33
1422,18438.0,41.43,-75.27
1423,18439.0,41.85,-75.38
1424,18440.0,41.55,-75.75
1425,18441.0,41.66,-75.63
1426,18443.0,41.67,-75.06
1427,18444.0,41.33,-75.52
1428,18445.0,41.3,-75.32
1429,18446.0,41.62,-75.78
1430,18447.0,41.45,-75.59
1431,18449.0,41.81,-75.44
1432,18451.0,41.39,-75.19
1433,18452.0,41.47,-75.57
1434,18453.0,41.73,-75.43
1435,18454.0,41.82,-75.42
1436,18455.0,41.88,-75.35
1437,18456.0,41.58,-75.32
1438,18457.0,41.47,-75.04
1439,18458.0,41.47,-74.91
1440,18459.0,41.5,-75.41
1441,18460.0,41.26,-75.34
1442,18461.0,41.9,-75.33
1443,18462.0,41.9,-75.46
1444,18463.0,41.34,-75.39
1445,18464.0,41.4,-75.18
1446,18465.0,41.86,-75.51
1447,18466.0,41.18,-75.43
1448,18469.0,41.69,-75.1
1449,18470.0,41.71,-75.49
1450,18471.0,41.52,-75.7
1451,18472.0,41.58,-75.4
1452,18473.0,41.52,-75.2
1453,18501.0,41.4,-75.66
1454,18507.0,41.35,-75.72
1455,18517.0,41.39,-75.71
1456,18518.0,41.37,-75.73
1457,18519.0,41.47,-75.62
1458,18601.0,41.06,-76.17
1459,18602.0,41.18,-75.76
1460,18603.0,41.05,-76.24
1461,18610.0,41.04,-75.52
1462,18611.0,41.19,-76.3
1463,18612.0,41.33,-75.96
1464,18614.0,41.52,-76.39
1465,18615.0,41.46,-75.84
1466,18616.0,41.49,-76.6
1467,18617.0,41.17,-76.07
1468,18618.0,41.37,-76.02
1469,18619.0,41.43,-76.71
1470,18621.0,41.2,-76.06
1471,18622.0,41.19,-76.23
1472,18623.0,41.64,-76.16
1473,18624.0,41.05,-75.66
1474,18625.0,41.5,-75.85
1475,18626.0,41.41,-76.49
1476,18627.0,41.31,-76.03
1477,18628.0,41.45,-76.29
1478,18629.0,41.56,-76.06
1479,18630.0,41.61,-76.04
1480,18631.0,41.02,-76.3
1481,18632.0,41.47,-76.37
1482,18634.0,41.2,-76.0
1483,18635.0,41.05,-76.21
1484,18636.0,41.42,-76.05
1485,18640.0,41.32,-75.78
1486,18642.0,41.34,-75.75
1487,18644.0,41.3,-75.84
1488,18651.0,41.24,-75.95
1489,18653.0,41.39,-75.82
1490,18654.0,41.36,-76.03
1491,18655.0,41.15,-76.15
1492,18656.0,41.28,-76.15
1493,18657.0,41.53,-75.94
1494,18660.0,41.06,-76.07
1495,18661.0,41.06,-75.77
1496,18701.0,41.24,-75.87
1497,18704.0,41.26,-75.88
1498,18707.0,41.16,-75.9
1499,18708.0,41.31,-75.95
1500,18709.0,41.28,-75.89
1501,18801.0,41.83,-75.87
1502,18810.0,41.95,-76.51
1503,18812.0,41.98,-75.92
1504,18813.0,41.75,-75.8
1505,18814.0,41.77,-76.6
1506,18815.0,41.73,-76.23
1507,18816.0,41.74,-75.89
1508,18817.0,41.86,-76.62
1509,18818.0,41.91,-76.04
1510,18820.0,41.8,-75.64
1511,18821.0,41.97,-75.74
1512,18822.0,41.96,-75.74
1513,18823.0,41.78,-75.7
1514,18824.0,41.7,-75.76
1515,18825.0,41.83,-75.59
1516,18826.0,41.76,-75.78
1517,18827.0,41.96,-75.58
1518,18828.0,41.78,-76.06
1519,18829.0,41.83,-76.18
1520,18830.0,41.99,-76.13
1521,18831.0,41.9,-76.52
1522,18832.0,41.71,-76.47
1523,18833.0,41.6,-76.44
1524,18834.0,41.87,-75.72
1525,18837.0,41.85,-76.34
1526,18840.0,41.97,-76.51
1527,18842.0,41.73,-75.63
1528,18843.0,41.79,-75.89
1529,18844.0,41.69,-75.91
1530,18845.0,41.76,-76.17
1531,18846.0,41.64,-76.24
1532,18847.0,41.94,-75.6
1533,18848.0,41.76,-76.44
1534,18850.0,41.84,-76.5
1535,18851.0,41.93,-76.18
1536,18853.0,41.66,-76.26
1537,18854.0,41.77,-76.39
1538,18901.0,40.31,-75.12
1539,18910.0,40.42,-75.17
1540,18911.0,40.38,-75.28
1541,18912.0,40.31,-75.06
1542,18913.0,40.39,-75.06
1543,18914.0,40.28,-75.2
1544,18915.0,40.27,-75.26
1545,18916.0,40.33,-75.12
1546,18917.0,40.37,-75.2
1547,18918.0,40.32,-75.37
1548,18920.0,40.49,-75.08
1549,18921.0,40.53,-75.17
1550,18922.0,40.29,-75.05
1551,18923.0,40.33,-75.15
1552,18924.0,40.29,-75.33
1553,18925.0,40.29,-75.05
1554,18926.0,40.37,-75.1
1555,18927.0,40.32,-75.23
1556,18928.0,40.33,-75.12
1557,18929.0,40.25,-75.08
1558,18930.0,40.53,-75.21
1559,18931.0,40.34,-75.03
1560,18932.0,40.29,-75.25
1561,18933.0,40.39,-75.05
1562,18934.0,40.34,-75.07
1563,18935.0,40.43,-75.39
1564,18936.0,40.24,-75.24
1565,18938.0,40.36,-74.95
1566,18940.0,40.22,-74.93
1567,18942.0,40.46,-75.15
1568,18943.0,40.26,-74.98
1569,18944.0,40.37,-75.29
1570,18946.0,40.29,-75.0
1571,18947.0,40.43,-75.1
1572,18949.0,40.42,-75.11
1573,18950.0,40.42,-75.11
1574,18951.0,40.43,-75.34
1575,18953.0,40.53,-75.19
1576,18954.0,40.22,-75.0
1577,18955.0,40.47,-75.32
1578,18956.0,40.25,-75.01
1579,18957.0,40.29,-75.45
1580,18958.0,40.29,-75.43
1581,18960.0,40.36,-75.3
1582,18962.0,40.34,-75.27
1583,18963.0,40.38,-75.0
1584,18964.0,40.31,-75.32
1585,18966.0,40.18,-75.0
1586,18968.0,40.43,-75.43
1587,18969.0,40.32,-75.32
1588,18970.0,40.41,-75.37
1589,18971.0,40.34,-75.38
1590,18972.0,40.53,-75.12
1591,18974.0,40.21,-75.07
1592,18976.0,40.25,-75.14
1593,18977.0,40.28,-74.87
1594,18979.0,40.3,-75.44
1595,18980.0,40.28,-75.01
1596,18981.0,40.45,-75.33
1597,19001.0,40.12,-75.12
1598,19002.0,40.15,-75.22
1599,19003.0,40.0,-75.29
1600,19004.0,40.01,-75.22
1601,19006.0,40.13,-75.06
1602,19007.0,40.1,-74.85
1603,19008.0,39.96,-75.35
1604,19009.0,40.13,-75.06
1605,19010.0,40.02,-75.31
1606,19012.0,40.05,-75.1
1607,19013.0,39.84,-75.37
1608,19014.0,39.86,-75.43
1609,19015.0,39.87,-75.39
1610,19017.0,39.89,-75.46
1611,19018.0,39.92,-75.29
1612,19019.0,39.95,-75.16
1613,19020.0,40.1,-74.93
1614,19021.0,40.09,-74.89
1615,19022.0,39.86,-75.33
1616,19023.0,39.92,-75.26
1617,19025.0,40.14,-75.16
1618,19026.0,39.94,-75.3
1619,19027.0,40.07,-75.12
1620,19028.0,39.9,-75.5
1621,19029.0,39.86,-75.28
1622,19030.0,40.17,-74.85
1623,19031.0,40.1,-75.2
1624,19032.0,39.88,-75.27
1625,19033.0,39.89,-75.32
1626,19034.0,40.13,-75.19
1627,19035.0,40.04,-75.28
1628,19036.0,39.89,-75.29
1629,19037.0,39.92,-75.41
1630,19038.0,40.1,-75.15
1631,19039.0,39.9,-75.5
1632,19040.0,40.17,-75.1
1633,19041.0,40.0,-75.31
1634,19043.0,39.9,-75.3
1635,19044.0,40.18,-75.13
1636,19046.0,40.09,-75.12
1637,19047.0,40.17,-74.91
1638,19050.0,39.94,-75.27
1639,19052.0,39.92,-75.41
1640,19053.0,40.14,-74.98
1641,19054.0,40.15,-74.85
1642,19061.0,39.81,-75.41
1643,19063.0,39.91,-75.38
1644,19064.0,39.93,-75.34
1645,19066.0,40.0,-75.24
1646,19067.0,40.2,-74.78
1647,19070.0,39.91,-75.32
1648,19072.0,40.0,-75.26
1649,19073.0,39.97,-75.43
1650,19074.0,39.88,-75.29
1651,19075.0,40.11,-75.18
1652,19076.0,39.88,-75.3
1653,19078.0,39.87,-75.32
1654,19079.0,39.9,-75.26
1655,19080.0,40.06,-75.4
1656,19081.0,39.9,-75.34
1657,19082.0,39.96,-75.27
1658,19083.0,39.97,-75.31
1659,19085.0,40.03,-75.35
1660,19086.0,39.89,-75.37
1661,19090.0,40.14,-75.11
1662,19094.0,39.87,-75.34
1663,19095.0,40.09,-75.14
1664,19096.0,39.99,-75.27
1665,19301.0,40.04,-75.49
1666,19310.0,39.94,-75.97
1667,19311.0,39.82,-75.78
1668,19312.0,40.03,-75.44
1669,19316.0,39.96,-75.82
1670,19317.0,39.86,-75.59
1671,19318.0,39.83,-75.83
1672,19319.0,39.92,-75.52
1673,19320.0,39.98,-75.81
1674,19330.0,39.87,-75.92
1675,19331.0,39.88,-75.52
1676,19333.0,40.04,-75.42
1677,19335.0,40.0,-75.7
1678,19341.0,40.03,-75.63
1679,19342.0,39.89,-75.5
1680,19343.0,40.09,-75.77
1681,19344.0,40.09,-75.91
1682,19345.0,40.04,-75.52
1683,19346.0,39.79,-75.87
1684,19347.0,39.76,-75.79
1685,19348.0,39.84,-75.71
1686,19350.0,39.76,-75.78
1687,19351.0,39.72,-75.86
1688,19352.0,39.78,-75.88
1689,19353.0,40.04,-75.62
1690,19354.0,40.02,-75.71
1691,19355.0,40.03,-75.51
1692,19357.0,39.86,-75.71
1693,19358.0,39.96,-75.8
1694,19360.0,39.77,-75.88
1695,19362.0,39.74,-76.04
1696,19363.0,39.78,-75.98
1697,19365.0,39.95,-75.91
1698,19366.0,39.9,-75.62
1699,19367.0,39.96,-75.92
